Name,Episodes,Released Year,Language,Rating,Ranking
Novoland: The Castle in the Sky Season 2,34,2020,Chinese,7.8,3372
Yutori Desu ga Nani ka,10,2016,Japanese,7.8,3374
Remembering Lichuan,38,2016,Chinese,7.8,3380
Lom Son Rak,14,2015,Thai,7.8,3383
King Gwanggaeto the Great,92,2011,Korean,7.8,3384
The Glory of Tang Dynasty Season 2,32,2017,Chinese,7.8,3386
Kunlun Tomb,16,2022,Chinese,7.8,3388
Kikai Sentai Zenkaiger,49,2021,Japanese,7.8,3389
Crash! Insignificant Roommates,8,2019,Korean,7.8,3390
Storm Eye,40,2021,Chinese,7.8,3391
Plus Nine Boys,14,2014,Korean,7.8,3392
Ugly Duckling Series: Don't,7,2015,Thai,7.8,3394
Tae Pang Korn,21,2017,Thai,7.8,3396
Oretachi wa Abunakunai ~ Cool ni Saboru Keijitachi,8,2020,Japanese,7.8,3397
Papa to Musume no Nanokakan,8,2022,Japanese,7.8,3398
Refresh Man,17,2016,Taiwanese,7.8,3399
Mother Game,10,2015,Japanese,7.8,3404
HIStory2: Right or Wrong,8,2018,Taiwanese,7.8,3406
Room No. 9,16,2018,Korean,7.8,3408
Ms. Cupid in Love,24,2022,Chinese,7.8,3409
Miss Truth,36,2020,Chinese,7.8,3410
"Freeter, Ie o Kau.",10,2010,Japanese,7.8,3411
One Fine Week Season 2,10,2020,Korean,7.8,3413
"Alice, the Final Weapon",8,2022,Korean,7.8,3414
DNA Says Love You,12,2022,Taiwanese,7.8,3415
Lupin no Musume,11,2019,Japanese,7.8,3416
KO One Re-act,20,2013,Taiwanese,7.8,3420
Tokumei Sentai Go-Busters,50,2012,Japanese,7.8,3423
Tokyo DOGS,10,2009,Japanese,7.8,3424
Serendipity,12,2021,Chinese,7.8,3425
Cute Programmer,30,2021,Chinese,7.8,3426
Desire Catcher,24,2023,Chinese,7.8,3430
Awl,12,2015,Korean,7.8,3431
Phupha | Nanfah,2,2022,Thai,7.8,3432
Ending Again,12,2020,Korean,7.8,3433
"Mitaraike, Enjou Suru",8,2023,Japanese,7.8,3434
Unique Lady,12,2019,Chinese,7.8,3435
I Am the Years You Are the Stars,24,2021,Chinese,7.8,3436
You Raise Me Up,8,2021,Korean,7.8,3438
Yong Pal,18,2015,Korean,7.8,3439
The Legend of Hao Lan,62,2019,Chinese,7.8,3440
My Girl,16,2005,Korean,7.8,3441
Love Is Deep,40,2019,Chinese,7.8,3442
Beloved Life,36,2022,Chinese,7.8,3443
"Yes, Her Majesty",20,2023,Chinese,7.8,3444
Phetra Naruemit,17,2023,Thai,7.8,3446
Beautiful Gong Shim,20,2016,Korean,7.8,3447
The Great Show,16,2019,Korean,7.8,3448
35sai no Shoujo,10,2020,Japanese,7.8,3449
Manhattan Love Story,11,2003,Japanese,7.8,3450
Once Upon a Time... in My Heart,12,2016,Thai,7.8,3451
Lady of Law,40,2022,Chinese,7.8,3452
Nice to Meet You,53,2019,Chinese,7.8,3454
Legend of Hua Mulan,48,2013,Chinese,7.8,3455
"Elpis: Kibou, Aruiwa Wazawai",10,2022,Japanese,7.8,3456
The Four,48,2015,Chinese,7.8,3457
From Me to You,12,2023,Japanese,7.8,3458
Soul Mechanic,32,2020,Korean,7.8,3459
My Sassy Psychic,13,2022,Thai,7.8,3460
Chihayafuru: Tsunagu,5,2018,Japanese,7.8,3461
Cinderella and the Four Knights,16,2016,Korean,7.8,3463
The Big Boss,18,2017,Chinese,7.8,3464
Ore no Kawaii wa Mousugu Shohikigen!?,9,2022,Japanese,7.8,3465
Lost Track of Time,30,2022,Chinese,7.8,3466
My Girlfriend's Boyfriend Season 2,16,2017,Chinese,7.8,3468
Kono Koi Atatamemasu ka,10,2020,Japanese,7.8,3470
"Marry Me, or Not?",15,2015,Taiwanese,7.8,3471
To Be With You,65,2019,Chinese,7.8,3473
Justice,32,2019,Korean,7.8,3474
Are We Alright?,15,2021,Thai,7.8,3475
2gether,13,2020,Thai,7.8,3476
Devil Beside You,20,2005,Taiwanese,7.8,3477
Introverted Boss,16,2017,Korean,7.8,3478
Thousand Years for You,36,2022,Chinese,7.8,3479
Your Highness,20,2017,Chinese,7.8,3480
Game of Outlaws,19,2021,Thai,7.8,3481
Zekkyou,4,2019,Japanese,7.8,3483
Deep in My Heart,28,2019,Chinese,7.8,3487
Sweet Games,24,2023,Chinese,7.8,3488
Heaven's Garden,30,2011,Korean,7.8,3491
Love Unexpected,24,2021,Chinese,7.8,3492
Colourful Bone,54,2017,Chinese,7.8,3494
Hakui no Senshi!,10,2019,Japanese,7.8,3496
Mist of Love,14,2020,Thai,7.8,3499
Demi Gods & Semi Devils,40,2003,Chinese,7.8,3500
My Supernatural Power,26,2020,Chinese,7.8,3502
Innocence: Enzai Bengoshi,10,2019,Japanese,7.8,3504
Advance Bravely,30,2017,Chinese,7.8,3505
Your Sensibility My Destiny,24,2021,Chinese,7.8,3506
Meitantei Conan,13,2011,Japanese,7.8,3507
The Legend of Xiao Chuo,48,2020,Chinese,7.8,3510
Let's Shake It!,25,2017,Chinese,7.8,3511
Please Don't Spoil Me Season 3,24,2022,Chinese,7.8,3512
Rakshasa Street,24,2017,Chinese,7.8,3513
Man to Man,16,2017,Korean,7.8,3516
Soot Sanaeha,16,2009,Thai,7.8,3517
Black Cinderella,8,2021,Japanese,7.8,3518
Shinzanmono,10,2010,Japanese,7.8,3520
Between Friendship and Love Season 3,12,2018,Korean,7.8,3521
Sweet First Love,24,2020,Chinese,7.8,3523
Angel Beside Me,12,2020,Thai,7.8,3525
Zeni no Senso,11,2015,Japanese,7.8,3526
Duang Jai Akkanee,10,2010,Thai,7.8,3528
My Love Eun Dong,16,2015,Korean,7.8,3531
My Love From Another Star,16,2019,Thai,7.8,3532
Flower Crew: Joseon Marriage Agency,16,2019,Korean,7.8,3533
Cinderella Formula,8,2016,Japanese,7.8,3534
Hello Debate Opponent,30,2019,Chinese,7.8,3535
Longing Heart,10,2018,Korean,7.8,3536
Suits,11,2018,Japanese,7.8,3537
Criminal Minds,20,2017,Korean,7.8,3538
Kom Faek,14,2018,Thai,7.8,3540
Stand or Fall,32,2023,Chinese,7.8,3541
Meteor Garden,19,2001,Taiwanese,7.8,3542
Hotel Trainees,24,2020,Chinese,7.8,3543
Keshigomu wo Kureta Joshi wo Suki ni Natta,10,2022,Japanese,7.8,3544
Time to Fall in Love,24,2022,Chinese,7.8,3545
The Perfect Match,22,2017,Taiwanese,7.8,3549
The Origin of Eternity,23,2022,Chinese,7.8,3550
The Legend of Anle,39,2023,Chinese,7.8,3554
Love Is All,26,2020,Chinese,7.8,3557
Love Beyond Frontier,13,2019,Thai,7.8,3558
Ojisan wa Kawaii Mono ga Osuki,5,2020,Japanese,7.8,3559
"Gomen, Aishiteru",10,2017,Japanese,7.8,3561
Shinbun Kisha,6,2022,Japanese,7.8,3563
Lies Hidden in My Garden,8,2023,Korean,7.8,3564
The Scholar Who Walks the Night,20,2015,Korean,7.8,3565
Hormones Season 3,13,2015,Thai,7.8,3567
Saigo Kara Nibanme no Koi,11,2012,Japanese,7.8,3568
Lightning,31,2017,Chinese,7.8,3569
Oh! My Emperor,21,2018,Chinese,7.8,3571
Fuujinshi,9,2022,Japanese,7.8,3572
BG: Personal Bodyguard Season 2,7,2020,Japanese,7.8,3574
Sisyphus: The Myth,16,2021,Korean,7.8,3575
I'm Home,10,2015,Japanese,7.8,3579
Khu Khaen Saen Rak,17,2021,Thai,7.8,3580
The World of My 17,12,2020,Korean,7.8,3581
Oyabaka Seishun Hakusho,7,2020,Japanese,7.8,3583
Dear My Name,6,2019,Korean,7.8,3584
Uchi no Otto wa Shigoto ga Dekinai,10,2017,Japanese,7.8,3587
Zhang Gong Zhu Zai Shang,27,2022,Chinese,7.8,3590
The Village: Achiara's Secret,16,2015,Korean,7.8,3592
The Dreamlike Seal,130,2021,Chinese,7.8,3593
Hu Tong,36,2022,Chinese,7.8,3594
Dr. Parks Clinic,12,2022,Korean,7.8,3595
Alice no Toge,10,2014,Japanese,7.8,3596
Tantei no Tantei,11,2015,Japanese,7.8,3597
Dive,30,2019,Chinese,7.8,3599
Bakuryuu Sentai Abaranger,50,2003,Japanese,7.8,3601
A Man's Story,20,2009,Korean,7.8,3603
Hello Mr. Gu,30,2021,Chinese,7.8,3604
Kakenai!?: Kyakuhonka Yoshimaru Keisuke no Sujigaki no Nai Seikatsu,8,2021,Japanese,7.8,3606
Like,24,2019,Korean,7.8,3607
Rebirth for You,40,2021,Chinese,7.8,3608
Ming Dynasty,64,2019,Chinese,7.8,3609
Romance of a Twin Flower,38,2023,Chinese,7.8,3611
Short,4,2018,Korean,7.8,3613
"Aishite tatte, Himitsu wa Aru",10,2017,Japanese,7.8,3614
Seventeen,8,2017,Korean,7.8,3615
Jang Young Shil,24,2016,Korean,7.8,3616
The Silent Criminal,13,2020,Chinese,7.8,3617
Stealer: The Treasure Keeper,12,2023,Korean,7.8,3618
My Only Love Song,20,2017,Korean,7.8,3619
Perfume,32,2019,Korean,7.8,3620
"Not Alright, But It's Alright",10,2018,Korean,7.8,3621
U-Prince: The Lovely Geologist,4,2016,Thai,7.8,3623
A Love So Beautiful,24,2020,Korean,7.8,3625
Sign,20,2011,Korean,7.8,3627
The King in Love,40,2017,Korean,7.8,3628
Kiwadoi Futari: K2: Ikebukurosho Keijika Kanzaki Kuroki,6,2020,Japanese,7.8,3630
Count Your Lucky Stars,34,2020,Chinese,7.8,3632
Love That Makes You Cry,10,2016,Japanese,7.8,3635
Love Yourself,36,2020,Chinese,7.8,3637
Homemade Love Story,100,2020,Korean,7.8,3640
Mother of Mine,108,2019,Korean,7.8,3642
The King of Dramas,18,2012,Korean,7.8,3644
Ghost Writer,10,2015,Japanese,7.8,3646
Moonshine and Valentine,25,2018,Chinese,7.8,3647
The Spirit of the Ruler,10,2017,Thai,7.8,3648
"Always Have, Always Will",24,2021,Chinese,7.7,3649
Kaew Klang Dong,14,2019,Thai,7.7,3652
Xi Dian Yuan Yang,25,2013,Chinese,7.7,3654
Falling Into You,13,2020,Taiwanese,7.7,3655
Use for My Talent,24,2021,Chinese,7.7,3657
Sanae Rak Nang Cin,12,2018,Thai,7.7,3658
Mahou Sentai Magiranger,49,2005,Japanese,7.7,3661
Jack o' Frost,6,2023,Japanese,7.7,3663
3 Papas,10,2017,Japanese,7.7,3664
Discovery of Romance,26,2022,Chinese,7.7,3665
Gintama 2: Yonimo Kimyo na Gintama-chan,3,2018,Japanese,7.7,3666
Dear Mom,84,2014,Taiwanese,7.7,3667
Martial Universe Season 2,20,2018,Chinese,7.7,3668
A Robot in the Orange Orchard,30,2022,Chinese,7.7,3669
Way Back Into Love,26,2020,Chinese,7.7,3670
Double Savage,12,2023,Thai,7.7,3671
Love and Deception,16,2022,Thai,7.7,3673
The Royal Gambler,24,2016,Korean,7.7,3674
Band of Sisters,68,2017,Korean,7.7,3675
Emperor of the Sea,51,2004,Korean,7.7,3677
Zettai Reido Season 3,10,2018,Japanese,7.7,3678
Better Man,60,2016,Taiwanese,7.7,3679
"Beautiful Love, Wonderful Life",100,2019,Korean,7.7,3680
Lookism,38,2019,Chinese,7.7,3681
The Chaser,16,2012,Korean,7.7,3682
Seigi no Mikata,10,2008,Japanese,7.7,3683
Payback: Money and Power,12,2023,Korean,7.7,3684
"Dragon Day, You're Dead Season 2",20,2018,Chinese,7.7,3685
Glass Mask,11,1997,Japanese,7.7,3687
Roy Fun Tawan Duerd,12,2014,Thai,7.7,3688
My Dear Brothers,35,2021,Chinese,7.7,3689
Delayed Justice,20,2020,Korean,7.7,3690
Tokyo Bandwagon,10,2013,Japanese,7.7,3691
See You Again,45,2019,Chinese,7.7,3694
Save the Last Dance for Me,20,2004,Korean,7.7,3696
Chef wa Meitantei,9,2021,Japanese,7.7,3699
Diary of Tootsies,12,2016,Thai,7.7,3700
Hello Again!,16,2019,Taiwanese,7.7,3701
The Cupids Series: Kammathep Jum Laeng,7,2017,Thai,7.7,3702
IS - Otoko Demo Onna Demo Nai Sei,10,2011,Japanese,7.7,3703
Single & Ready to Mingle,8,2020,Korean,7.7,3704
Legendary Witch,40,2014,Korean,7.7,3705
Sparkle Love,24,2020,Chinese,7.7,3707
Guilty Akuma to Keiyakushita Onna,11,2010,Japanese,7.7,3708
Perfect Mismatch,24,2023,Chinese,7.7,3709
Knight of the Rose,23,2022,Chinese,7.7,3710
Glass Mask Season 2,12,1998,Japanese,7.7,3711
My Dear Lady,16,2020,Chinese,7.7,3712
"Isekai Izakaya ""Nobu""",10,2020,Japanese,7.7,3718
Love at First Hate,13,2018,Thai,7.7,3719
Dr. DMAT,11,2014,Japanese,7.7,3720
Tatta Hitotsu no Koi,10,2006,Japanese,7.7,3722
Tokyo Tarareba Musume,10,2017,Japanese,7.7,3723
Hong Gil Dong,24,2008,Korean,7.7,3725
Lucky Romance,16,2016,Korean,7.7,3729
"Healing Food, Healing Love",23,2022,Chinese,7.7,3730
Romanced,8,2021,Korean,7.7,3731
The Fearless,13,2019,Taiwanese,7.7,3732
Our Skyy 2,16,2023,Thai,7.7,3733
Flower Ever After,10,2018,Korean,7.7,3736
Rivers Edge Okawabata Tanteisha,12,2014,Japanese,7.7,3738
Oh My Baby,16,2020,Korean,7.7,3740
I Have a Lover,50,2015,Korean,7.7,3742
Renascence,36,2020,Chinese,7.7,3744
Seal of Love,24,2022,Chinese,7.7,3746
Let's Eat Season 3,14,2018,Korean,7.7,3747
The Ghost Detective,32,2018,Korean,7.7,3750
Serenade of Peaceful Joy,69,2020,Chinese,7.7,3753
Last Cinderella,11,2013,Japanese,7.7,3754
Shichinin no Hisho,8,2020,Japanese,7.7,3755
Love in Contract,16,2022,Korean,7.7,3756
Rikokatsu,10,2021,Japanese,7.7,3758
The Best Ending,8,2019,Korean,7.7,3759
Winter Sonata,20,2002,Korean,7.7,3761
Secret Love Affair,16,2014,Korean,7.7,3762
The Love Lasts Two Minds,36,2020,Chinese,7.7,3763
Legend of Yunze Season 2,15,2022,Chinese,7.7,3766
The Way We Were,16,2014,Taiwanese,7.7,3767
A Love So Romantic,32,2020,Chinese,7.7,3770
W no Higeki,8,2012,Japanese,7.7,3771
Hello Debate Opponent Season 2,30,2021,Chinese,7.7,3772
Hammer Session!,11,2010,Japanese,7.7,3773
Lah Ruk Sut Kob Fah,20,2014,Thai,7.7,3775
Meeting You Loving You,24,2021,Chinese,7.7,3776
Best Mistake,15,2019,Korean,7.7,3778
Prissana,16,2000,Thai,7.7,3781
Doctor Detective,32,2019,Korean,7.7,3784
Kim Soo Ro,32,2010,Korean,7.7,3785
My Fantastic Mrs Right,12,2020,Chinese,7.7,3790
Subete ga F ni Naru,10,2014,Japanese,7.7,3791
When You Be Me,26,2022,Chinese,7.7,3792
Why R U?,13,2020,Thai,7.7,3794
The Cupids Series: Kammathep Hunsa,8,2017,Thai,7.7,3795
Gone with the Rain,37,2023,Chinese,7.7,3796
Jao Sao Jamloei,17,2022,Thai,7.7,3797
Sketch,16,2018,Korean,7.7,3800
Suikyuu Yankees,10,2014,Japanese,7.7,3802
Chou no Rikigaku,6,2019,Japanese,7.7,3803
Connect,6,2022,Korean,7.7,3806
The Palace: The Lock Heart Jade,39,2011,Chinese,7.7,3807
"Dear Doctor, I'm Coming for Soul",12,2022,Thai,7.7,3808
Papa & Daddy Season 2,8,2022,Taiwanese,7.7,3809
K.O.3an Guo,53,2009,Taiwanese,7.7,3818
Lion Pride,16,2017,Taiwanese,7.7,3820
Dear Herbal Lord,24,2020,Chinese,7.7,3821
The Outsider,38,2023,Chinese,7.7,3822
Neung Nai Suang,12,2015,Thai,7.7,3823
Shiyakusho,10,2019,Japanese,7.7,3824
Addicted,15,2016,Chinese,7.7,3825
Jiu Liu Overlord,36,2020,Chinese,7.7,3827
Please Don't Date Him,10,2020,Korean,7.7,3828
Stars Falling From the Sky,20,2010,Korean,7.7,3829
Mr. Heart,8,2020,Korean,7.7,3834
"Pending Train: 8:23, Ashita Kimi to",10,2023,Japanese,7.7,3838
Brilliant Class 8,40,2022,Chinese,7.7,3839
Sword Dynasty,34,2019,Chinese,7.7,3840
My First First Love,8,2019,Korean,7.7,3842
Dear Mayang Street,37,2020,Chinese,7.7,3845
My Amazing Boyfriend Season 2,38,2019,Chinese,7.7,3846
Thumping Spike,20,2016,Korean,7.7,3847
Iari: Mienai Kao,6,2018,Japanese,7.7,3849
New Heart,23,2007,Korean,7.7,3851
Better a Lie Than a Truth,18,2022,Chinese,7.7,3854
Judge vs. Judge,32,2017,Korean,7.7,3856
Ru Hua Ru Tu,20,2022,Chinese,7.7,3858
My First First Love Season 2,8,2019,Korean,7.7,3861
Jugglers,16,2017,Korean,7.7,3863
Atom no Ko,9,2022,Japanese,7.7,3864
Love in Twilight,12,2021,Thai,7.7,3866
On the Way to the Airport,16,2016,Korean,7.7,3867
Love Is More Than a Word,12,2016,Chinese,7.7,3868
Tang Dynasty Tour,36,2018,Chinese,7.7,3869
Here Is My Exclusive Indulge Season 2,37,2022,Chinese,7.7,3872
Kageri Yuku Natsu,5,2015,Japanese,7.7,3875
Hyakuman Kai Ieba Yokatta,10,2023,Japanese,7.7,3876
Find Me if You Can,8,2021,Korean,7.7,3877
My Decoy Bride,24,2023,Chinese,7.7,3878
Ngao Asoke,19,2016,Thai,7.7,3880
Cutie Pie,12,2022,Thai,7.7,3881
Mokomi: Kanojo Chotto Hendakedo,10,2021,Japanese,7.7,3885
Moonshine,16,2021,Korean,7.7,3889
Shinhannin Flag,10,2021,Japanese,7.7,3891
CheerDan,10,2018,Japanese,7.7,3892
The Flowers Are Blooming,24,2021,Chinese,7.7,3894
Legend of Awakening,48,2020,Chinese,7.7,3899
East of Eden,56,2008,Korean,7.7,3900
Unexpected Falling,38,2022,Chinese,7.7,3902
Tra Barb See Chompoo,24,2018,Thai,7.7,3903
Khun Chai Pawornruj,13,2013,Thai,7.7,3905
Kazokugari,10,2014,Japanese,7.7,3907
Trolley,16,2022,Korean,7.7,3908
The Golden Eyes,56,2019,Chinese,7.7,3910
Exploration Method of Love,22,2023,Chinese,7.7,3912
Sweet Combat,38,2018,Chinese,7.7,3916
Rose In Da House,7,2022,Thai,7.7,3918
Shark,20,2013,Korean,7.7,3922
Boss & Me,40,2021,Thai,7.7,3923
Inference Notes,20,2017,Chinese,7.7,3924
Two Fathers,73,2013,Taiwanese,7.7,3925
Ninkyo Helper,11,2009,Japanese,7.7,3928
My Bossy Wife Season 2,28,2022,Chinese,7.7,3932
My Hero Series: Heart of the Motherland,8,2018,Thai,7.7,3935
The Birth of The Drama King,24,2019,Chinese,7.7,3936
Game Rai Game Rak,21,2011,Thai,7.7,3937
Miss Chun Is a Litigator,20,2023,Chinese,7.7,3938
Fukou-kun wa Kiss Suru Shikanai!,8,2022,Japanese,7.7,3939
While You Were Sleeping,120,2011,Korean,7.7,3941
Love Sick Season 2,36,2015,Thai,7.7,3942
The Great Ruler,48,2020,Chinese,7.7,3943
Mahou no Rinobe,10,2022,Japanese,7.7,3944
Virgin Road,11,1997,Japanese,7.7,3946
The Masked Lover,19,2017,Taiwanese,7.7,3947
High School Big Bang,15,2020,Chinese,7.7,3949
The World of My 17 Season 2,10,2021,Korean,7.7,3950
Tarm Ruk Keun Jai,14,2015,Thai,7.7,3951
Checkmate,24,2022,Chinese,7.7,3954
Final Fantasy XIV: Hikari no Otousan,8,2017,Japanese,7.7,3955
Melancholia,16,2021,Korean,7.7,3956
Fly the Jumper,4,2020,Taiwanese,7.7,3957
Hard Nut!,8,2013,Japanese,7.7,3958
Scandal,36,2013,Korean,7.7,3959
Once Again,8,2022,Korean,7.7,3960
Sixteen Shoukougun,8,2020,Japanese,7.7,3961
Love Behind the Melody,24,2022,Chinese,7.7,3962
Are You Safe,31,2022,Chinese,7.7,3963
Love Like White Jade,32,2021,Chinese,7.7,3965
Time Flies and You are Here,32,2021,Chinese,7.7,3966
Novoland: The Castle in the Sky,28,2016,Chinese,7.7,3968
Kurosagi,11,2006,Japanese,7.7,3969
Autumn Tale,16,2000,Korean,7.7,3972
Mountains and Ocean,24,2019,Chinese,7.7,3973
High-end Crush,20,2015,Korean,7.7,3975
Our Skyy,5,2018,Thai,7.7,3979
Hope - Kitai Zero no Shinnyu Shain,9,2016,Japanese,7.7,3980
My Ride,10,2022,Thai,7.7,3982
Yamato Nadeshiko Shichi Henge,10,2010,Japanese,7.7,3983
Leh Lub Salub Rarng,10,2017,Thai,7.7,3986
The In-laws,18,2022,Thai,7.7,3987
Don't Mess With Ex-Girlfriend,20,2022,Chinese,7.7,3989
Never Too Late,22,2022,Chinese,7.7,3992
Blue Flame Assault,33,2022,Chinese,7.7,3993
The Snow Queen,16,2006,Korean,7.7,3994
I Have Not Done My Best Yet,12,2022,Korean,7.7,3998
Sweet Dreams,49,2018,Chinese,7.7,3999
Wanida,16,2010,Thai,7.7,4000
The Real Has Come!,50,2023,Korean,7.7,4002
Snow Eagle Lord,40,2023,Chinese,7.7,4003
Till Death Tear Us Apart,15,2017,Chinese,7.7,4004
The Letter from the Cloud,26,2022,Chinese,7.7,4005
TharnType,12,2019,Thai,7.7,4007
Pledge of Allegiance,24,2023,Chinese,7.7,4008
Keizoku,11,1999,Japanese,7.7,4009
Golden Bowl,11,2002,Japanese,7.7,4010
If Voice Has Memory,32,2021,Chinese,7.7,4011
Love with Flaws,32,2019,Korean,7.7,4013
Roppongi Class,13,2022,Japanese,7.7,4014
Hanging On,10,2020,Korean,7.7,4016
Summer Snow,11,2000,Japanese,7.7,4019
Aoi Honoo,11,2014,Japanese,7.7,4021
Curtain Call,16,2022,Korean,7.7,4022
SP,11,2007,Japanese,7.7,4023
Evil Minds Season 2,24,2016,Chinese,7.7,4025
Crocodile and Plover Bird,50,2019,Chinese,7.7,4026
Duang Jai Nai Montra,16,2021,Thai,7.7,4027
The Legend of the Condor Heroes,42,2003,Chinese,7.7,4028
Autumn Cicada,49,2020,Chinese,7.7,4029
So Funny Youth,24,2022,Chinese,7.7,4030
Dear My Room,12,2018,Korean,7.7,4031
The Wonder Woman,18,2020,Taiwanese,7.7,4032
The Cupids Series: Loob Korn Kammathep,7,2017,Thai,7.7,4033
Paen Rai Long Tai Wa Rak,30,2017,Thai,7.7,4034
Fish Upon the Sky,12,2021,Thai,7.7,4035
Date - Koi to wa Donna Mono Kashira,10,2015,Japanese,7.7,4039
Secret Door,24,2014,Korean,7.7,4040
Neko Zamurai,12,2013,Japanese,7.7,4041
Yoo Na's Street,50,2014,Korean,7.7,4044
Fuben na Benriya,12,2015,Japanese,7.7,4046
Ano Toki Kiss Shite Okeba,8,2021,Japanese,7.7,4047
Love by Chance,14,2018,Thai,7.7,4048
Okane no Kireme ga Koi no Hajimari,4,2020,Japanese,7.7,4049
Padam Padam,20,2011,Korean,7.7,4051
Twisted Fate of Love,43,2020,Chinese,7.7,4052
Talio Fukushu Daiko no Futari,7,2020,Japanese,7.7,4054
Hotel King,32,2014,Korean,7.7,4056
Caught in the Heartbeat,40,2018,Chinese,7.7,4057
Who Is the Murderer,16,2021,Chinese,7.7,4060
Ready for Love?,30,2023,Chinese,7.7,4061
Evasive Inquiry Agency,16,2007,Korean,7.7,4062
On Children,5,2018,Taiwanese,7.7,4064
The Heaven Sword and Dragon Saber,40,2009,Chinese,7.7,4065
In a Good Way,26,2013,Taiwanese,7.7,4067
Personal Taste,16,2010,Korean,7.7,4068
Atashinchi no Danshi,11,2009,Japanese,7.7,4069
Scandal Senmon Bengoshi QUEEN,10,2019,Japanese,7.7,4070
My Lucky Star,20,2007,Taiwanese,7.7,4072
Takane no Hana,10,2018,Japanese,7.7,4074
Twenty Years Old,4,2014,Korean,7.7,4076
Detention,8,2020,Taiwanese,7.7,4077
New Tales of Gisaeng,52,2011,Korean,7.7,4079
I Will Never Let You Go,51,2019,Chinese,7.7,4082
Perfect Partner,51,2020,Chinese,7.7,4083
By Stealth Like You,15,2021,Chinese,7.7,4084
Kekkon Aite wa Chusen de,8,2018,Japanese,7.7,4085
Poo Bao Indy Yayee Inter,17,2019,Thai,7.7,4087
Stock Struck,12,2022,Korean,7.7,4088
Brain,20,2011,Korean,7.7,4089
High School King of Savvy,17,2014,Korean,7.7,4093
My Sassy Girl,32,2017,Korean,7.7,4095
Times,12,2021,Korean,7.7,4098
Tears in Heaven,41,2021,Chinese,7.7,4099
Dear Diary,24,2021,Chinese,7.7,4101
The Sweet Girl,24,2020,Chinese,7.7,4103
Time,32,2018,Korean,7.7,4105
Pin Anong,22,2012,Thai,7.7,4106
Take Five - Oretachi wa Ai wo Nusumeru ka,10,2013,Japanese,7.7,4107
All That We Loved,8,2023,Korean,7.7,4108
Ever Night Season 2,43,2020,Chinese,7.7,4110
Shine or Go Crazy,24,2015,Korean,7.7,4111
Men with Sword Season 2,30,2017,Chinese,7.7,4112
Royal Doctor,22,2023,Thai,7.7,4113
Unstoppable Youth,40,2019,Chinese,7.7,4114
Kasuka na Kanojo,11,2013,Japanese,7.7,4115
Rose Mansion,12,2022,Korean,7.7,4117
Dragon Zakura,11,2005,Japanese,7.7,4119
Innocent Days,6,2018,Japanese,7.7,4120
Massaya,17,2017,Thai,7.7,4123
Kinkyu Torishirabeshitsu,9,2014,Japanese,7.7,4124
The Great Craftsman,60,2019,Chinese,7.7,4130
Everything and Nothing,4,2019,Korean,7.7,4132
The Trust,30,2023,Chinese,7.7,4134
Fukuyado Honpo - Kyoto Love Story,12,2016,Japanese,7.7,4136
Whisper,17,2017,Korean,7.7,4137
Voice,16,2019,Thai,7.7,4139
Limit,12,2013,Japanese,7.7,4140
Clean with Passion for Now,16,2018,Korean,7.7,4141
Hot Girl,42,2016,Chinese,7.7,4142
Still Loving You,125,2016,Korean,7.7,4143
The Blessed Girl,40,2021,Chinese,7.7,4144
Here Is My Exclusive Indulge,34,2021,Chinese,7.7,4145
Kono Hatsukoi wa Fiction desu,40,2021,Japanese,7.7,4146
Aozora no Tamago,9,2012,Japanese,7.7,4147
The Magical Women,20,2023,Chinese,7.7,4148
Bangkok Love Stories 2: Plead,13,2019,Thai,7.7,4150
Pandora no Kajitsu: Kagaku Hanzai Sousa File,10,2022,Japanese,7.7,4151
Iron Ladies,13,2018,Taiwanese,7.7,4153
The Only Girl You Haven't Seen Season 2,18,2022,Chinese,7.7,4154
Lupin no Musume Season 2,9,2020,Japanese,7.7,4157
Higanbana: Keishicho Sosa Nana ka,10,2016,Japanese,7.7,4158
"Go Princess, Go!",35,2015,Chinese,7.7,4159
Girl2K,10,2021,Thai,7.7,4164
Smile,11,2009,Japanese,7.7,4170
Kiken na Venus,10,2020,Japanese,7.7,4171
Juuyou Sankounin Tantei,8,2017,Japanese,7.7,4173
EXO Next Door,16,2015,Korean,7.7,4174
Joker Yurusarezaru Sousakan,10,2010,Japanese,7.7,4175
Zettai Reido Season 2,11,2011,Japanese,7.7,4181
Sweet Sweet,22,2021,Chinese,7.7,4183
A Shoulder to Cry On,7,2023,Korean,7.7,4185
The Goddess of Revenge,16,2020,Korean,7.7,4187
Real:Time:Love Season 4,8,2020,Korean,7.7,4188
